company,location,perks,posted,request_date,salary,tags,title
Klinkhammer Intralogistics GmbH,"
             - 
Nürnberg, Deutschland        ",,7h ago,2018-11-15 13:42:47.451255,,"c#, .net, c#-4.0","Softwareentwickler m/w .NET, C#"
Elastic,"
             - 
No office location        ",Remote,7h ago,2018-11-15 13:42:47.451255,Equity,"elasticsearch, java, c++, jvm",Machine Learning - Java Integration Engineer
Raytheon UK,"
             - 
Harlow, UK        ",,7h ago,2018-11-15 13:42:47.451255,£50k - 70k,"java, agile, spring, hibernate",Senior Software Engineer
emerchantpay,"
             - 
Sofia, Bulgaria        ",,7h ago,2018-11-15 13:42:47.451255,,"automation, selenium, ruby, ruby-on-rails, jenkins",Senior Quality Assurance Engineer
ThoughtWorks Inc.,"
             - 
Cologne, Germany        ",,7h ago,2018-11-15 13:42:47.451255,,"agile, java, tdd, python, javascript",Junior Software Entwicklerin (m/w)
SFR,"
             - 
Saint-Denis, France        ",,7h ago,2018-11-15 13:42:47.451255,,"chef, web-services",Chef de projet confirmé (h/f) - Support technique et Exploitabilité
Backbase,"
             - 
Amsterdam, Netherlands        ","Visa sponsor, Paid relocation",7h ago,2018-11-15 13:42:47.451255,,"qa, java, selenium, rest-assured, soap",QA Engineer - Product Development
Elastic,"
             - 
No office location        ",Remote,7h ago,2018-11-15 13:42:47.451255,Equity,"elasticsearch, r, python, java, c++",Machine Learning Information Engineer
Prezly,"
             - 
Leuven, Belgium        ","Visa sponsor, Paid relocation",7h ago,2018-11-15 13:42:47.451255,"€40k - 80k

                         | 
Equity","reactjs, react-native, swift, java, node.js",Javascript Software Engineer (at Ectosense)
AUTO1,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",7h ago,2018-11-15 13:42:47.466900,,"ansible, docker, terraform, salt-stack, amazon-web-services",Senior Devops Engineer
DocuMatrix GmbH,"
             - 
Wien, Österreich        ",Paid relocation,7h ago,2018-11-15 13:42:47.466900,€40k - 60k,"reactjs, javascript, mysql, ruby-on-rails, typescript",Frontend Developer (w/m)
Edge Laboratories AG,"
             - 
Lausanne, Switzerland        ",On-site and limited remote,7h ago,2018-11-15 13:42:47.466900,,"angularjs, javascript, vue.js, typescript, html5",Full Stack Developer
Senacor Technologies AG,"
             - 
Hamburg, Deutschland        ",,7h ago,2018-11-15 13:42:47.466900,,".net, c#, javascript, vue.js, .net-core",Senior .NET Software-Entwickler (m/w) - Inhouse
InterNations,"
             - 
München, Germany        ",Visa sponsor,7h ago,2018-11-15 13:42:47.466900,,"php-7, symfony, php, mariadb, phpunit",Senior Backend Developer for the Largest Global Expat Network
relayr GmbH,"
             - 
Berlin, Germany        ",Paid relocation,7h ago,2018-11-15 13:42:47.466900,Equity,"node.js, swagger, mqtt, apache-kafka, cassandra",NodeJS Developer (m/f)
relayr GmbH,"
             - 
Berlin, Germany        ",Paid relocation,7h ago,2018-11-15 13:42:47.466900,Equity,"python, automated-tests, py.test, nosetests, robotframework",QA Engineer (m/f)
bulwiengesa AG,"
             - 
München, Deutschland        ",,8h ago,2018-11-15 13:42:47.466900,,"reactjs, postgresql, javascript, php, node.js",Web-Applikations-Entwickler (m/w)
Vandebron,"
             - 
Amsterdam, Netherlands        ","Visa sponsor, Paid relocation",8h ago,2018-11-15 13:42:47.466900,,"apex, salesforce, salesforce-lightning, lead",Senior Salesforce Developer
DATAGROUP,"
             - 
Berlin, Deutschland        ",,8h ago,2018-11-15 13:42:47.466900,,"c#, .net, wpf, vb.net",.NET Entwickler (m/w) für anspruchsvolle Projekte Berlin oder Rostock
Pilz GmbH & Co. KG,"
             - 
Ostfildern, Deutschland        ",,8h ago,2018-11-15 13:42:47.482523,,"architecture, lte, ros, bluetooth, wlan",Software-Entwickler Sensorik für Ortung & Navigation (m/w)
SEVEN PRINCIPLES AG,"
             - 
Frankfurt am Main, Deutschland        ",,8h ago,2018-11-15 13:42:47.482523,€45k - 70k,"java, docker, spring, javascript, sql",Fullstack Entwickler (m/w)
Rakuten,"
             - 
Setagaya, Japan        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.044985,Equity,"java, web-services, spring, swift",Senior Application Engineer (Travel Products)
IBM Client Innovation Center Germany GmbH,"
             - 
Braunschweig, Deutschland        ",,8h ago,2018-11-15 13:42:48.044985,,"sap, abap, finance, controlling",WANTED: SAP FI/CO Spezialist (m/w) für unser IBM CIC Team
Endress+Hauser Process Solutions AG,"
             - 
Reinach, Schweiz        ",,8h ago,2018-11-15 13:42:48.044985,,"database, automation, bus",Application Service Specialist mit Erfahrung in der Automatisierungstechnik
Sportech LLC,"
             - 
Kyiv, Ukraine        ",,9h ago,2018-11-15 13:42:48.044985,,"python, continuous-integration, git, amazon-web-services, docker-compose",Middle DevOps Engineer
Project A Ventures,"
             - 
Berlin, Germany        ",,9h ago,2018-11-15 13:42:48.044985,,"php, symfony2, mysql",PHP Developer (m/f)
d.velop AG,"
             - 
Gescher, Deutschland        ",,9h ago,2018-11-15 13:42:48.044985,,"windows, analytics",Senior Software Engineer (m/w) Delphi Desktop
Numbrs,"
             - 
Zürich, Schweiz        ",,9h ago,2018-11-15 13:42:48.044985,,"java, go, microservices, backend, scala","Software Engineer, Backend"
Securiton AG,"
             - 
Zollikofen, Schweiz        ",,10h ago,2018-11-15 13:42:48.044985,CHF 90k - 110k,"java, javascript, activemq, hsqldb, jira",Softwareentwickler Java (m/w) 80-100%
ASML,"
             - 
Veldhoven, Netherlands        ",,10h ago,2018-11-15 13:42:48.044985,,"python, automation, testing",Senior Test Automation Engineer
Rakuten,"
             - 
Setagaya, Japan        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.044985,"$65k - 80k

                         | 
Equity","automation, qa, api, python, rest",Software Development Engineer in Test - Travel Product
ASML,"
             - 
Veldhoven, Netherlands        ",,10h ago,2018-11-15 13:42:48.060610,,"embedded, oop, c++",Senior Software System Architect
Winning Group,"
             - 
Waterloo, Australia        ",,10h ago,2018-11-15 13:42:48.060610,A$100k - 140k,"java, spring, spring-boot, spring-mvc, spring-security",Senior Java Developer: Lead the way for innovation in Australian retail
Rakuten,"
             - 
Setagaya, Japan        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.060610,"$65k - 80k

                         | 
Equity","nosql, mongodb, elasticsearch, redis, sysadmin",Database Administrator for No SQL (Travel Products)
emaratech FZ LLC,"
             - 
Dubai, United Arab Emirates        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.060610,$80k - 90k,"messagebroker, eai, etl, soa, integration",Technical Manager - (MB & MQ Integration)
Quoine Corporation,"
             - 
Ho Chi Minh City, Vietnam        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.060610,$20k - 50k,"reactjs, continuous-integration, tdd, angularjs, frontend",(Senior) Front End Developer
Quoine Corporation,"
             - 
Ho Chi Minh City, Vietnam        ","Visa sponsor, Paid relocation",10h ago,2018-11-15 13:42:48.060610,$35k - 66k,"heroku, amazon-ec2, amazon-cloudwatch, amazon-glacier, c++",DevOps Engineer
Instaclustr,"
             - 
Canberra, Australia        ",,11h ago,2018-11-15 13:42:48.060610,A$70k - 110k,"java, apache-kafka, cassandra, amazon-web-services, jenkins",Java + AWS Back-End Engineer: Critical Infrastructure Solutions!
"W.B. Mason Company, Inc.","
             - 
Brockton, MA        ",,12h ago,2018-11-15 13:42:48.060610,,"sql, tsql",Application Performance Analyst
Hays plc,"
             - 
Sydney, Australia        ",,12h ago,2018-11-15 13:42:48.060610,,"amazon-web-services, java, devops, ruby, node.js",Senior DevOps & Software Engineers For Vodafone Australia
careerbuilder,"
             - 
Rolling Meadows, IL        ",Paid relocation,12h ago,2018-11-15 13:42:48.060610,,".net, javascript, angularjs, asp.net",Software Engineer
Vertmarkets Inc.,"
             - 
Horsham, PA        ",,12h ago,2018-11-15 13:42:48.060610,,"mongodb, elasticsearch, angularjs, javascript, c#",Mid-Senior Full Stack Developer
Wavy,"
             - 
Campinas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.076233,,"ruby, javascript, python, shell",Wavy | Analista de Suporte
PlayKids,"
             - 
Poços de Caldas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.076233,,"javascript, reactjs, css, html",PlayKids | Desenvolvedor Front-end
iFood,"
             - 
Campinas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.076233,,"java, linux, spring, amazon-web-services, devops",iFood | DevOps - Sec Ops
iFood,"
             - 
Campinas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.076233,,"javascript, css, reactjs, html",iFood | Desenvolvedor Full-stack
Experian Limited,"
             - 
Costa Mesa, CA        ",,14h ago,2018-11-15 13:42:48.591822,,"finance, banking","Corporate Strategy, Mergers & Acquisitions Internship"
Sympla,"
             - 
Belo Horizonte, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.591822,,"javascript, angularjs, html, css",Sympla | Desenvolvedor Front-end
Sympla,"
             - 
Belo Horizonte, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"sql, python, java, amazon-redshift, postgresql",Sympla | Engenheiro de Software - Big Data
Movile,"
             - 
Belo Horizonte, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"python, php, java, api, ruby",Sympla | Desenvolvedor Backend Sênior
iFood,"
             - 
Osasco, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"osx, javascript, css, html, reactjs",iFood | Desenvolvedor Front-end
Movile,"
             - 
Barra da Tijuca, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"javascript, amazon-web-services, api, html, python",Zoop | Desenvolvedor Full-stack Sênior
iFood,"
             - 
Campinas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"java, android, kotlin, android-studio",iFood | Desenvolvedor Android Sênior
Movile,"
             - 
Campinas, Brazil        ",Paid relocation,13h ago,2018-11-15 13:42:48.607447,,"spring, rest, spring-mvc, java",iFood | Desenvolvedor Backend Pleno/Sênior
Milestone IT,"
             - 
Melbourne, Australia        ",,13h ago,2018-11-15 13:42:48.607447,A$12k - 150k,"reactjs, javascript, css, node.js, node-modules",Node / Javascript Developer
iFood,"
             - 
Campinas, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.607447,,"objective-c, ios, swift, storyboard, cocoapods",iFood | Desenvolvedor iOS Sênior
Zoop,"
             - 
Barra da Tijuca, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.607447,,"linux, amazon-web-services, c#, java, sdk",Zoop | Desenvolvedor Full-stack Pleno
Zoop,"
             - 
Barra da Tijuca, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.607447,,"python, javascript, amazon-web-services, java, ruby-on-rails",Zoop | Desenvolvedor Senior Python
Zoop,"
             - 
Barra da Tijuca, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.607447,,"java, amazon-web-services, cloud, postgresql, mongodb",Zoop | Desenvolvedor Java Sênior
Movile,"
             - 
Campinas, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.623071,,"java, mongodb, cassandra, spring",PlayKids | Backend Developer
Movile,"
             - 
Campinas, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.623071,,"java, java-ee, spring, redis, mongodb",Wavy | Desenvolvedor Backend Pleno
Optiver Asia Pacific Pty Ltd,"
             - 
Sydney, Australia        ","Visa sponsor, Paid relocation",14h ago,2018-11-15 13:42:48.623071,A$150k - 275k,"c++, low-latency, python, real-time, linux",Opportunities to ensure our orders reach the exchange first (C++ Low-Latency)
Wavy,"
             - 
Campinas, Brazil        ",Paid relocation,14h ago,2018-11-15 13:42:48.623071,,"javascript, api, css, html, angularjs",Wavy Frontend Developer
Trillium Secure Inc,"
             - 
Shibuya, Japan        ",,14h ago,2018-11-15 13:42:48.623071,Equity,"c, c++, embedded, rtos, linux",Field Applications Engineer
FormBay,"
             - 
Sydney, Australia        ",,15h ago,2018-11-15 13:42:48.623071,A$100k - 150k,"python, sql, tensorflow, gis, machine-learning",Data Engineer - Engineering Big Data Pipelines and Infrastructure for Anti-Fraud
JP Morgan Chase,"
             - 
Chicago, IL        ",,16h ago,2018-11-15 13:42:48.623071,,"java, python, sql",.NET C# Software Engineer
SugarCRM,"
             - 
Durham, NC        ",Paid relocation,16h ago,2018-11-15 13:42:48.623071,,"reactjs, node.js, backbone.js, algorithm, artificial-intelligence",Senior Software Engineer - Full Stack
KeepTruckin,"
             - 
San Francisco, CA        ","Visa sponsor, Paid relocation",16h ago,2018-11-15 13:42:48.623071,,"ruby-on-rails, ruby, amazon-web-services",Platform Architect
CoStar Group,"
             - 
San Diego, CA        ",,16h ago,2018-11-15 13:42:48.623071,,"c#, javascript, reactjs, .net, html",Senior Software Developer
KeepTruckin,"
             - 
San Francisco, CA        ","Visa sponsor, Paid relocation",16h ago,2018-11-15 13:42:48.638695,,"ruby-on-rails, ruby, amazon-web-services, postgresql",Senior Software Engineer
Sitka Technology Group,"
             - 
Portland, OR        ",,16h ago,2018-11-15 13:42:48.638695,,lead,Lead Software Engineer
JP Morgan Chase,"
             - 
Wilmington, DE        ",,18h ago,2018-11-15 13:42:49.138671,,"java, python, sql",Big Data Software Engineer
U.S. News & World Report,"
             - 
Washington, DC        ",,16h ago,2018-11-15 13:42:49.138671,,"windows, amazon-web-services",Senior Systems Architect
PlayStation,"
             - 
San Francisco, CA        ",,16h ago,2018-11-15 13:42:49.138671,,"javascript, reactjs, web-applications",Sr. Software Engineer (Front End)
EdgeLink,"
             - 
Sheridan, CO        ",,17h ago,2018-11-15 13:42:49.138671,,"java, rest, agile",Java Software Engineer (looking for Sr. and Jr. candidates)
BTIG,"
             - 
New York, NY        ",,17h ago,2018-11-15 13:42:49.138671,,"salesforce, apex, sql, javascript, html",Salesforce CRM Developer
JP Morgan Chase,"
             - 
Wilmington, DE        ",,17h ago,2018-11-15 13:42:49.138671,,"java, python, sql",Cybersecurity & Technology Controls - Automation Software Engineer
Telstra,"
             - 
Melbourne, Australia        ",,17h ago,2018-11-15 13:42:49.138671,A$70k - 105k,"java, c#, .net, artificial-intelligence, chatbot",Software Engineer (Multi platform - Java/. Net)
Quantcast,"
             - 
Bellevue, WA        ","Visa sponsor, Paid relocation",17h ago,2018-11-15 13:42:49.154295,Equity,"machine-learning, java, c++, mapreduce, python","Senior Modeling Scientist, Audience Platform"
Betsold Limited,"
             - 
Glasgow, UK        ",,18h ago,2018-11-15 13:42:49.154295,£40k - 60k,"amazon-web-services, elastic-beanstalk, sysadmin, continuous-integration, continuous-testing",DevOps Engineer / Team Lead
